"","X","charge120","charge240","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"3392",15798,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion","Y","false",0,101,0,0,0,0,0,"Manual 5-spd",25.8,0,"Midsize Cars",2008,0,"",NA,NA,"","","",""
"3393",15799,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion","Y","false",0,101,0,0,0,0,0,"Automatic 6-spd",22.3,0,"Midsize Cars",2008,-1000,"",NA,NA,"","","",""
"3394",15800,0,0,17,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion AWD","Y","false",0,101,0,0,0,0,0,"Automatic 6-spd",20.9284,0,"Midsize Cars",2008,-1750,"",NA,NA,"","","",""
"3395",15801,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",18,12,"Kia","Spectra","Y","false",0,97,0,0,0,0,0,"Automatic 4-spd",30.2604,0,"Midsize Cars",2008,1750,"",NA,NA,"","","",""
"3396",15802,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",18,12,"Kia","Spectra","Y","false",0,97,0,0,0,0,0,"Manual 5-spd",29.5387,0,"Midsize Cars",2008,1250,"",NA,NA,"","","",""
"3397",15803,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,16,"Mercury","Milan","Y","false",0,101,0,0,0,0,0,"Automatic 5-spd",25.7209,0,"Midsize Cars",2008,0,"",NA,NA,"","","",""
"3398",15804,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,16,"Mercury","Milan","N","false",0,101,0,0,0,0,0,"Manual 5-spd",25.8,0,"Midsize Cars",2008,0,"",NA,NA,"","","",""
"3399",15805,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Mercury","Milan","Y","false",0,101,0,0,0,0,0,"Automatic 6-spd",22.3,0,"Midsize Cars",2008,-1000,"",NA,NA,"","","",""
"3400",15807,0,0,17,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Mercury","Milan AWD","N","false",0,101,0,0,0,0,0,"Automatic 6-spd",20.9284,0,"Midsize Cars",2008,-1750,"",NA,NA,"","","",""
"3401",15808,0,0,17,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ AWD","Y","false",0,99,0,0,0,0,0,"Automatic 6-spd",20.6,0,"Midsize Cars",2008,-2500,"",NA,NA,"","","",""
"3402",15809,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ FWD","N","false",0,99,0,0,0,0,0,"Automatic 6-spd",22.6,0,"Midsize Cars",2008,-500,"",NA,NA,"","","",""
"3403",15810,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",22,15,"Mazda","6","Y","false",0,96,0,0,0,0,0,"Manual 5-spd",25.9764,0,"Midsize Cars",2008,500,"",NA,NA,"","","",""
"3404",15811,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",22,15,"Mazda","6","Y","false",0,96,0,0,0,0,0,"Automatic (S5)",26.2629,0,"Midsize Cars",2008,500,"",NA,NA,"","","",""
"3405",15812,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",22,15,"Mazda","6","N","false",0,96,0,0,0,0,0,"Manual 5-spd",21.4896,0,"Midsize Cars",2008,-1750,"",NA,NA,"","","",""
"3406",15813,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",22,15,"Mazda","6","N","false",0,96,0,0,0,0,0,"Automatic (S6)",21.966,0,"Midsize Cars",2008,-1750,"",NA,NA,"","","",""
"3407",15814,0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2850,0,"Premium","Premium Gasoline",20,0,"Mazda","Speed 3","Y","false",0,0,0,0,0,0,0,"Manual 6-spd",22.1,0,"Midsize Cars",2008,-3000,"",TRUE,NA,"","","",""
"3414",15822,0,0,27,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Automatic (variable gear ratios)",34.8395,0,"Midsize Cars",2008,2250,"",NA,NA,"","","",""
"3415",15823,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Automatic 4-spd",30.7394,0,"Midsize Cars",2008,1750,"",NA,NA,"","","",""
"3416",15824,0,0,26,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Manual 6-spd",33.0394,0,"Midsize Cars",2008,2000,"",NA,NA,"","","",""
"3417",15825,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Saturn","Aura","Y","false",0,98,0,0,0,0,0,"Automatic 4-spd",27.3,0,"Midsize Cars",2008,750,"",NA,NA,"","","",""
"3418",15826,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,16,"Saturn","Aura","Y","false",0,98,0,0,0,0,0,"Automatic 4-spd",22.3,0,"Midsize Cars",2008,-500,"",NA,NA,"","","",""
"3419",15827,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Saturn","Aura","Y","false",0,98,0,0,0,0,0,"Automatic (S6)",21.4,0,"Midsize Cars",2008,-1750,"",NA,NA,"","","",""
"3420",15830,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,16,"Saturn","Aura Hybrid","Y","false",0,98,0,0,0,0,0,"Automatic 4-spd",30.6,0,"Midsize Cars",2008,1750,"",NA,NA,"Hybrid","","","36V Ni-MH"
"3421",15831,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","Y","false",0,101,0,0,0,0,0,"Automatic 5-spd",27.254,0,"Midsize Cars",2008,750,"",NA,NA,"","","",""
"3422",15832,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","N","false",0,101,0,0,0,0,0,"Manual 5-spd",27,0,"Midsize Cars",2008,750,"",NA,NA,"","","",""
"3423",15833,0,0,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","Y","false",0,101,0,0,0,0,0,"Automatic (S6)",24.3478,0,"Midsize Cars",2008,-500,"",NA,NA,"","","",""
"3424",15834,0,0,33,0,0,0,0,0,4,"Front-Wheel Drive",1550,0,"Regular","Regular Gasoline",0,11,"Toyota","Camry Hybrid","Y","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",44.2454,0,"Midsize Cars",2008,3500,"",NA,NA,"Hybrid","","","245V Ni-MH"
"3425",15835,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,14,"Volkswagen","Passat","N","false",0,96,0,0,0,0,0,"Manual 6-spd",25.7946,0,"Midsize Cars",2008,-750,"",TRUE,NA,"","","",""
"3426",15836,0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,14,"Volkswagen","Passat","Y","false",0,96,0,0,0,0,0,"Automatic (S6)",24.3,0,"Midsize Cars",2008,-1750,"",TRUE,NA,"","","",""
"3427",15837,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,14,"Volkswagen","Passat","Y","false",0,96,0,0,0,0,0,"Automatic (S6)",21.2,0,"Midsize Cars",2008,-3000,"",NA,NA,"","","",""
"3428",15838,0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,14,"Volkswagen","Passat 4motion","Y","false",0,96,0,0,0,0,0,"Automatic (S6)",20.4,0,"Midsize Cars",2008,-3750,"",NA,NA,"","","",""
"3429",15839,0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,15,"Volvo","S80 AWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",19.0278,0,"Midsize Cars",2008,-4500,"",TRUE,NA,"","","",""
"3430",15841,0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,15,"Volvo","S80 AWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",19.6,0,"Midsize Cars",2008,-3750,"",NA,NA,"","","",""
"3431",15842,0,0,15,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,15,"Volvo","S80 AWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",18.9,0,"Midsize Cars",2008,-4500,"",NA,NA,"","","",""
"3432",15843,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,15,"Volvo","S80 FWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",19.6,0,"Midsize Cars",2008,-3750,"",NA,NA,"","","",""
"3435",15846,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","Y","false",0,108,0,0,0,0,0,"Automatic 4-spd",21.8,0,"Large Cars",2008,-2500,"",NA,NA,"","","",""
"3436",15847,0,0,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","N","false",0,108,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2008,-3250,"",NA,NA,"","","",""
"3437",15848,0,0,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","Y","false",0,108,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2008,-3250,"",NA,NA,"","","",""
"3438",15849,0,0,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,19,"Cadillac","DTS","Y","false",0,113,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2008,-3250,"",NA,NA,"","","",""
"3439",15850,0,0,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,19,"Cadillac","DTS","N","false",0,113,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2008,-3250,"",NA,NA,"","","",""
"3440",15852,0,0,13,0,0,0,0,0,8,"Front-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Cadillac","Funeral Coach / Hearse","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",15.7,0,"Large Cars",2008,-6000,"G",NA,NA,"","","",""
"3441",15853,0,0,13,0,0,0,0,0,8,"Front-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Cadillac","Limousine","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",15.7,0,"Large Cars",2008,-6000,"G",NA,NA,"","","",""
"3442",15854,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala","Y","false",0,105,0,0,0,0,0,"Automatic 4-spd",22.3,0,"Large Cars",2008,-500,"",NA,NA,"","","",""
"3447",15859,0,0,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,14,"Toyota","Avalon","Y","false",0,107,0,0,0,0,0,"Automatic (S6)",24.3478,0,"Large Cars",2008,-500,"",NA,NA,"","","",""
"3476",15891,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,36,"Volkswagen","Passat Wagon","N","false",0,96,0,0,0,0,0,"Manual 6-spd",25.7946,0,"Midsize Station Wagons",2008,-750,"",TRUE,NA,"","","",""
"3477",15892,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2500,0,"Premium","Premium Gasoline",0,36,"Volkswagen","Passat Wagon","Y","false",0,96,0,0,0,0,0,"Automatic (S6)",24.8,0,"Midsize Station Wagons",2008,-1250,"",TRUE,NA,"","","",""
"3478",15893,0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,36,"Volkswagen","Passat Wagon 4motion","N","false",0,96,0,0,0,0,0,"Automatic (S6)",20.4,0,"Midsize Station Wagons",2008,-3750,"",NA,NA,"","","",""
"3578",16004,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Buick","Terraza FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",19.9,0,"Minivan - 2WD",2008,-2500,"",NA,NA,"","","",""
"3579",16006,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Chrysler","Town and Country/Voyager/Grand Voy. 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",19.7,0,"Minivan - 2WD",2008,-3250,"",NA,NA,"","","",""
"3580",16007,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Chrysler","Town and Country/Voyager/Grand Voy. 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2008,-3250,"",NA,NA,"","","",""
"3581",16008,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Dodge","Caravan/Grand Caravan 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",19.7,0,"Minivan - 2WD",2008,-3250,"",NA,NA,"","","",""
"3582",16009,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Dodge","Caravan/Grand Caravan 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2008,-3250,"",NA,NA,"","","",""
"3583",16010,0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"Cadillac","Escalade 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",14.9,0,"Sport Utility Vehicle - 2WD",2008,-9000,"",NA,NA,"","","",""
"3584",16011,0,0,15,0,0,0,0,0,6,"Rear-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"Cadillac","SRX 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S5)",18.3,0,"Sport Utility Vehicle - 2WD",2008,-4000,"",NA,NA,"","","",""
"3585",16012,0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Cadillac","SRX 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",16.5,0,"Sport Utility Vehicle - 2WD",2008,-6500,"",NA,NA,"","","",""
"3586",16013,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Avalanche 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.5,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3587",16014,0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",3700,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Avalanche 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",15.3485,0,"Sport Utility Vehicle - 2WD",2008,-7250,"",NA,NA,"","","",""
"3588",16015,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Suburban 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.5,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3589",16017,0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",3700,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Suburban 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",15.3485,0,"Sport Utility Vehicle - 2WD",2008,-7250,"",NA,NA,"","","",""
"3590",16018,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Tahoe 1500 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",16.9,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3591",16019,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Tahoe 1500 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.5,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3592",16020,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Equinox FWD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",20.8,0,"Sport Utility Vehicle - 2WD",2008,-2500,"",NA,NA,"","","",""
"3593",16021,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.5916,0,"Sport Utility Vehicle - 2WD",2008,750,"",NA,NA,"","","",""
"3594",16022,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR FWD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",26,0,"Sport Utility Vehicle - 2WD",2008,500,"",NA,NA,"","","",""
"3595",16023,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,0,"Chevrolet","HHR FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.3,0,"Sport Utility Vehicle - 2WD",2008,-750,"",NA,NA,"","","",""
"3596",16024,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2500,0,"Premium","Premium Gasoline",0,0,"Chevrolet","HHR FWD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",25.3,0,"Sport Utility Vehicle - 2WD",2008,-1250,"",NA,NA,"","","",""
"3597",16025,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.8,0,"Sport Utility Vehicle - 2WD",2008,750,"",NA,NA,"","","",""
"3598",16026,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",25.9,0,"Sport Utility Vehicle - 2WD",2008,500,"",NA,NA,"","","",""
"3599",16028,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.3,0,"Sport Utility Vehicle - 2WD",2008,-750,"",NA,NA,"","","",""
"3600",16029,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2500,0,"Premium","Premium Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",25.4,0,"Sport Utility Vehicle - 2WD",2008,-1250,"",NA,NA,"","","",""
"3601",16030,0,0,14,0,0,0,0,0,6,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Chevrolet","TrailBlazer 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.6,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3602",16031,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"Chevrolet","TrailBlazer 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.7,0,"Sport Utility Vehicle - 2WD",2008,-4000,"",NA,NA,"","","",""
"3603",16032,0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"Chevrolet","TrailBlazer 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",14.9,0,"Sport Utility Vehicle - 2WD",2008,-9000,"",NA,NA,"","","",""
"3604",16033,0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Chrysler","Aspen 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",16.3,0,"Sport Utility Vehicle - 2WD",2008,-6000,"",NA,NA,"","","",""
"3605",16034,0,0,15,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Chrysler","Pacifica FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",19,0,"Sport Utility Vehicle - 2WD",2008,-3250,"",NA,NA,"","","",""
"3606",16035,0,0,15,0,0,0,0,0,6,"Front-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"Chrysler","Pacifica FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",18.1,0,"Sport Utility Vehicle - 2WD",2008,-4000,"",NA,NA,"","","",""
"3607",16036,0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"Chrysler","PT Cruiser","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",23,0,"Sport Utility Vehicle - 2WD",2008,-2250,"",TRUE,NA,"","","",""
"3608",16037,0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Chrysler","PT Cruiser","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.7,0,"Sport Utility Vehicle - 2WD",2008,-1000,"",NA,NA,"","","",""
"3609",16039,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,0,"Chrysler","PT Cruiser","N","false",0,0,0,0,0,0,0,"Manual 5-spd",25.2,0,"Sport Utility Vehicle - 2WD",2008,-1750,"",TRUE,NA,"","","",""
"3610",16040,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Chrysler","PT Cruiser","N","false",0,0,0,0,0,0,0,"Manual 5-spd",26.5499,0,"Sport Utility Vehicle - 2WD",2008,0,"",NA,NA,"","","",""
"3611",16041,0,0,14,0,0,0,0,0,6,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Dodge","Durango 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.7,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3612",16042,0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Dodge","Durango 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",16.3,0,"Sport Utility Vehicle - 2WD",2008,-6000,"",NA,NA,"","","",""
"3613",16043,0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Dodge","Nitro 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",19.8,0,"Sport Utility Vehicle - 2WD",2008,-3250,"",NA,NA,"","","",""
"3614",16044,0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Dodge","Nitro 2WD","N","false",0,0,0,0,0,0,0,"Manual 6-spd",20.4,0,"Sport Utility Vehicle - 2WD",2008,-2500,"",NA,NA,"","","",""
"3615",16045,0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Dodge","Nitro 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",19.9,0,"Sport Utility Vehicle - 2WD",2008,-3250,"",NA,NA,"","","",""
"3616",16046,0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",3700,0,"Regular","Regular Gasoline",0,0,"Ford","Expedition 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",15.3,0,"Sport Utility Vehicle - 2WD",2008,-7250,"",NA,NA,"","","",""
"3617",16047,0,0,14,0,0,0,0,0,6,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Ford","Explorer 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",17.3,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3618",16048,0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Ford","Explorer 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",16.4,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3619",16051,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Ford","Taurus X FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.3489,0,"Sport Utility Vehicle - 2WD",2008,-2500,"",NA,NA,"","","",""
"3620",16052,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",16.9,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3621",16053,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.5,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3622",16054,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon XL 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.5,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3623",16055,0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",3700,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon XL 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",15.3485,0,"Sport Utility Vehicle - 2WD",2008,-7250,"",NA,NA,"","","",""
"3624",16056,0,0,14,0,0,0,0,0,6,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"GMC","Envoy 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.6,0,"Sport Utility Vehicle - 2WD",2008,-5000,"",NA,NA,"","","",""
"3625",16057,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"GMC","Envoy 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",17.7,0,"Sport Utility Vehicle - 2WD",2008,-4000,"",NA,NA,"","","",""
