"","X","city08","cylinders","drive","fuelCost08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"9013",25296,23,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",28.836,0,"Small Sport Utility Vehicle 2WD",2013,1250,"",TRUE,NA,"","","",""
"9078",25369,44,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,16,"Ford","Fusion Hybrid FWD","Y","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",60.4817,0,"Midsize Cars",2013,5000,"",NA,NA,"Hybrid","","","280V Li-Ion"
"9080",25371,23,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","Y","false",0,100,0,0,0,0,0,"Automatic (S6)",29.8827,0,"Midsize Cars",2013,2000,"",TRUE,NA,"","","",""
"9081",25372,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","Y","false",0,100,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2013,1250,"",TRUE,NA,"","","",""
"9082",25373,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","Y","false",0,100,0,0,0,0,0,"Automatic (S6)",28.2968,0,"Midsize Cars",2013,1250,"",NA,NA,"","","",""
"9121",25417,24,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,20,"Mitsubishi","Outlander Sport 2WD","Y","false",0,97,0,0,0,0,0,"Auto(AV-S6)",31.1543,0,"Small Sport Utility Vehicle 2WD",2013,1750,"",NA,NA,"","","",""
"9156",25460,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,95,0,0,0,0,0,"Automatic (S6)",26,0,"Midsize Cars",2013,500,"",TRUE,NA,"","","",""
"9161",25466,26,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Honda","Accord","Y","false",92,103,0,0,0,0,0,"Auto(AV-S7)",33.6821,0,"Midsize Cars",2013,2250,"",NA,NA,"","","",""
"9217",25528,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,0,"Buick","Encore","N","false",0,0,0,0,0,0,0,"Automatic (S6)",33.3,0,"Small Sport Utility Vehicle 2WD",2013,2000,"",TRUE,NA,"","","",""
"9218",25529,23,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Honda","CR-V 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",29.07,0,"Small Sport Utility Vehicle 2WD",2013,1250,"",NA,NA,"","","",""
"9220",25531,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,36,"Mitsubishi","Outlander 2WD","Y","false",0,100,0,0,0,0,0,"Auto(AV-S6)",28.6196,0,"Small Sport Utility Vehicle 2WD",2013,750,"",NA,NA,"","","",""
"9260",25575,27,4,"Front-Wheel Drive",1750,"Regular","Regular Gasoline",0,16,"Honda","Accord","Y","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",34.3222,0,"Midsize Cars",2013,2500,"",NA,NA,"","","",""
"9271",25588,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",30.8291,0,"Midsize Cars",2013,2000,"",TRUE,NA,"","","",""
"9282",25600,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ FWD","Y","false",0,99,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2013,1250,"",TRUE,NA,"","","",""
"9286",25604,38,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,12,"Lincoln","MKZ Hybrid FWD","N","false",0,99,0,0,0,0,0,"Automatic (variable gear ratios)",60.4817,0,"Midsize Cars",2013,4500,"",NA,NA,"Hybrid","","","275V Ni-MH"
"9290",25608,22,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Mazda","5","Y","false",0,0,0,0,0,0,0,"Automatic (S5)",27.4089,0,"Minivan - 2WD",2013,500,"",NA,NA,"","","",""
"9304",25629,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic RS","N","false",0,91,0,0,0,0,0,"Automatic (S6)",31.8,0,"Midsize Cars",2013,2000,"",TRUE,NA,"","","",""
"9309",25637,51,4,"Front-Wheel Drive",1050,"Regular","Regular Gasoline",22,0,"Toyota","Prius","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",71.6404,0,"Midsize Cars",2013,6000,"",NA,NA,"Hybrid","","","202V Ni-MH"
"9312",25645,44,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,34,"Toyota","Prius v","Y","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",59.898,0,"Midsize Station Wagons",2013,5000,"",NA,NA,"Hybrid","","","202V Ni-MH"
"9323",25661,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,15,"Nissan","Sentra","Y","false",0,96,0,0,0,0,0,"Automatic (variable gear ratios)",39.8602,0,"Midsize Cars",2013,3500,"",NA,NA,"","","",""
"9324",25662,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,15,"Nissan","Sentra","Y","false",0,96,0,0,0,0,0,"Automatic (variable gear ratios)",38.6721,0,"Midsize Cars",2013,3500,"",NA,NA,"","","",""
"9339",25681,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Honda","Crosstour 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",26.8,0,"Sport Utility Vehicle - 2WD",2012,500,"",NA,NA,"","","",""
"9347",25690,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,15,"Toyota","Camry","Y","false",0,103,0,0,0,0,0,"Automatic (S6)",31.6214,0,"Midsize Cars",2013,2000,"",NA,NA,"","","",""
"9348",25691,40,4,"Front-Wheel Drive",1300,"Regular","Regular Gasoline",0,14,"Toyota","Avalon Hybrid","Y","false",0,104,0,0,0,0,0,"Auto(AV-S6)",56.1,0,"Midsize Cars",2013,4750,"",NA,NA,"Hybrid","","","245V Ni-MH"
"9349",25692,43,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,13,"Toyota","Camry Hybrid LE","Y","false",0,103,0,0,0,0,0,"Automatic (variable gear ratios)",58.5,0,"Midsize Cars",2013,5000,"",NA,NA,"Hybrid","","","245V Ni-MH"
"9350",25693,40,4,"Front-Wheel Drive",1300,"Regular","Regular Gasoline",0,13,"Toyota","Camry Hybrid XLE","Y","false",0,103,0,0,0,0,0,"Automatic (variable gear ratios)",55.0636,0,"Midsize Cars",2013,4750,"",NA,NA,"Hybrid","","","245V Ni-MH"
"9370",25722,26,4,"Front-Wheel Drive",1750,"Regular","Regular Gasoline",0,15,"Mazda","6","Y","false",0,100,0,0,0,0,0,"Automatic (S6)",33.9088,0,"Midsize Cars",2014,2500,"",NA,NA,"","","",""
"9371",25723,25,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,0,"Mazda","CX-5 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",31.5991,0,"Small Sport Utility Vehicle 2WD",2014,1750,"",NA,NA,"","","",""
"9373",25725,26,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,0,"Mazda","CX-5 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",34.1482,0,"Small Sport Utility Vehicle 2WD",2014,2250,"",NA,NA,"","","",""
"9383",25738,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,15,"Nissan","Sentra FE","N","false",0,96,0,0,0,0,0,"Automatic (variable gear ratios)",39.5358,0,"Midsize Cars",2013,3500,"",NA,NA,"","","",""
"9393",25749,24,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Toyota","RAV4 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",30.1,0,"Small Sport Utility Vehicle 2WD",2013,1250,"",NA,NA,"","","",""
"9411",25779,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Compass FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.8477,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"9412",25780,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Patriot FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.8477,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"9413",25781,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Compass FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.8,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"9414",25782,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Patriot FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.8,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"9439",25819,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,14,"Kia","Forte","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",30.8195,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"9456",25841,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Honda","Crosstour 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",27.7,0,"Small Sport Utility Vehicle 2WD",2013,750,"",NA,NA,"","","",""
"9466",25852,26,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,14,"Kia","Forte Eco","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",33.0761,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"9467",25853,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,14,"Kia","Forte","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",31.4471,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"9476",25863,36,4,"Front-Wheel Drive",1400,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid Limited","Y","false",0,104,0,0,0,0,0,"Auto(AM6)",47.7,0,"Midsize Cars",2013,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"9477",25864,36,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid","N","false",0,104,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2013,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"9478",25866,35,4,"Front-Wheel Drive",1400,"Regular","Regular Gasoline",0,11,"Kia","Optima Hybrid EX","N","false",0,102,0,0,0,0,0,"Auto(AM6)",47,0,"Midsize Cars",2013,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"9479",25867,36,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,11,"Kia","Optima Hybrid","N","false",0,102,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2013,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"9520",25925,21,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala","N","false",0,105,0,0,0,0,0,"Automatic (S6)",26.4,0,"Large Cars",2014,750,"",NA,NA,"","","",""
"9527",25933,25,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,10,"Mitsubishi","Outlander 2WD","N","false",0,128,0,0,0,0,0,"Auto(AV-S6)",31.6455,0,"Small Sport Utility Vehicle 2WD",2014,1750,"",NA,NA,"","","",""
"9586",26012,26,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze Eco","N","false",0,94,0,0,0,0,0,"Automatic 6-spd",33.7,0,"Midsize Cars",2014,3000,"",TRUE,NA,"","","",""
"9587",26013,26,4,"Front-Wheel Drive",1750,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","N","false",0,94,0,0,0,0,0,"Automatic (S6)",33.3,0,"Midsize Cars",2014,2500,"",TRUE,NA,"","","",""
"9589",26015,22,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","N","false",0,94,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"9600",26027,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,20,"Ford","Taurus FWD","N","false",0,102,0,0,0,0,0,"Automatic (S6)",28.5,0,"Large Cars",2014,1250,"",TRUE,NA,"","","",""
"9640",26072,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,0,"Buick","Encore","N","false",0,0,0,0,0,0,0,"Automatic (S6)",33.3,0,"Small Sport Utility Vehicle 2WD",2014,2000,"",TRUE,NA,"","","",""
"9642",26075,23,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",28.8,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",TRUE,NA,"","","",""
"9643",26076,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",27.4,0,"Small Sport Utility Vehicle 2WD",2014,750,"",TRUE,NA,"","","",""
"9644",26077,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",27.4,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"9733",26203,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,13,"Buick","Regal eAssist","N","false",0,98,0,0,0,0,0,"Automatic (S6)",31.5,0,"Midsize Cars",2014,2250,"",NA,NA,"Hybrid","","","115V Li-Ion"
"9734",26204,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Buick","LaCrosse eAssist","N","false",0,100,0,0,0,0,0,"Automatic (S6)",31.5,0,"Midsize Cars",2014,2250,"",NA,NA,"Hybrid","","","115V Li-Ion"
"9739",26210,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,100,0,0,0,0,0,"Automatic (S6)",26,0,"Midsize Cars",2014,500,"",TRUE,NA,"","","",""
"9740",26211,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu eAssist","N","false",0,100,0,0,0,0,0,"Automatic (S6)",31.5,0,"Midsize Cars",2014,2250,"",NA,NA,"Hybrid","","","115V Li-Ion"
"9741",26212,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5","N","false",0,91,0,0,0,0,0,"Automatic (S6)",31.4345,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"9748",26221,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala eAssist","N","false",0,105,0,0,0,0,0,"Automatic (S6)",31.5,0,"Large Cars",2014,2250,"",NA,NA,"Hybrid","","","115V Li-Ion"
"9759",26233,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,28,"Chevrolet","Equinox FWD","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",28.3968,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",NA,NA,"","","",""
"9762",26236,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,28,"GMC","Terrain FWD","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",28.3968,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",NA,NA,"","","",""
"9794",26277,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",13,0,"Dodge","Dart","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.6,0,"Midsize Cars",2013,500,"",NA,NA,"","","",""
"9796",26280,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,15,"Mazda","6","N","false",0,100,0,0,0,0,0,"Automatic (S6)",36.3466,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"9828",26320,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",38.6,0,"Midsize Cars",2014,3500,"",NA,NA,"","","",""
"9834",26326,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Volkswagen","Passat","N","false",0,102,0,0,0,0,0,"Automatic (S6)",30.1774,0,"Midsize Cars",2014,2000,"",TRUE,NA,"","","",""
"9835",26327,22,5,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,16,"Volkswagen","Passat","N","false",0,102,0,0,0,0,0,"Automatic (S6)",27.0521,0,"Midsize Cars",2014,750,"",NA,NA,"","","",""
"9851",26345,24,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,22,"Mitsubishi","Outlander Sport 2WD","N","false",0,97,0,0,0,0,0,"Auto(AV-S6)",30.8991,0,"Small Sport Utility Vehicle 2WD",2014,1750,"",NA,NA,"","","",""
"9937",26475,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5","N","false",0,91,0,0,0,0,0,"Automatic (S6)",34.8,0,"Midsize Cars",2014,3000,"",TRUE,NA,"","","",""
"9939",26477,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5 RS","N","false",0,91,0,0,0,0,0,"Automatic (S6)",32.1,0,"Midsize Cars",2014,2000,"",TRUE,NA,"","","",""
"9940",26478,23,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",29.6252,0,"Midsize Cars",2014,2000,"",TRUE,NA,"","","",""
"9943",26481,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2014,1250,"",TRUE,NA,"","","",""
"9944",26482,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",28.296,0,"Midsize Cars",2014,1250,"",NA,NA,"","","",""
"9948",26487,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ FWD","N","false",0,99,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2014,1250,"",TRUE,NA,"","","",""
"10025",26580,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,13,"Buick","Regal","N","false",0,98,0,0,0,0,0,"Automatic (S6)",26,0,"Midsize Cars",2014,500,"",TRUE,NA,"","","",""
"10028",26584,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,14,"Chrysler","200","N","false",0,100,0,0,0,0,0,"Automatic 4-spd",26.5,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10029",26585,20,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,14,"Chrysler","200","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",24.8,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10031",26587,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,13,"Dodge","Avenger","N","false",0,100,0,0,0,0,0,"Automatic 4-spd",26.5,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10032",26588,20,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,13,"Dodge","Avenger","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",24.8,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10069",26636,23,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Honda","CR-V 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",29.1163,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",NA,NA,"","","",""
"10088",26658,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,15,"Nissan","Altima","N","false",0,102,0,0,0,0,0,"Automatic (variable gear ratios)",35.0598,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10117",26694,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",35.3939,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10118",26695,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",36.9459,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10119",26696,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,15,"Toyota","Camry","N","false",0,103,0,0,0,0,0,"Automatic (S6)",32,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"10120",26698,43,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,13,"Toyota","Camry Hybrid LE","N","false",0,103,0,0,0,0,0,"Automatic (variable gear ratios)",58.5,0,"Midsize Cars",2014,5000,"",NA,NA,"Hybrid","","","245V Ni-MH"
"10121",26699,40,4,"Front-Wheel Drive",1300,"Regular","Regular Gasoline",0,13,"Toyota","Camry Hybrid XLE/SE","N","false",0,103,0,0,0,0,0,"Automatic (variable gear ratios)",55.0738,0,"Midsize Cars",2014,4750,"",NA,NA,"Hybrid","","","245V Ni-MH"
"10138",26720,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,100,0,0,0,0,0,"Automatic (S6)",32.4254,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"10139",26721,44,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,16,"Ford","Fusion Hybrid FWD","N","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",60.3697,0,"Midsize Cars",2014,5000,"",NA,NA,"Hybrid","","","280V Li-Ion"
"10140",26722,26,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Auto(AV-S7)",33.5744,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"10143",26725,38,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,12,"Lincoln","MKZ Hybrid FWD","N","false",0,99,0,0,0,0,0,"Automatic (variable gear ratios)",60.3697,0,"Midsize Cars",2014,4500,"",NA,NA,"Hybrid","","","280V Li-Ion"
"10144",26726,44,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,34,"Toyota","Prius v","N","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",59.8417,0,"Midsize Station Wagons",2014,5000,"",NA,NA,"Hybrid","","","202V Ni-MH"
"10145",26727,22,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Mazda","5","N","false",0,0,0,0,0,0,0,"Automatic (S5)",27.3042,0,"Minivan - 2WD",2014,500,"",NA,NA,"","","",""
"10168",26757,27,4,"Front-Wheel Drive",1750,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",34.2916,0,"Midsize Cars",2014,2500,"",NA,NA,"","","",""
"10191",26789,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.1502,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10192",26790,23,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",29.3,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10194",26792,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Jeep","Cherokee FWD","N","false",0,0,0,0,0,0,0,"Automatic 9-spd",27.3,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10207",26812,50,4,"Front-Wheel Drive",1100,"Regular","Regular Gasoline",0,16,"Honda","Accord Hybrid","N","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",70.2278,0,"Midsize Cars",2014,5750,"",NA,NA,"Hybrid","","","259V Li-Ion"
"10210",26815,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Automatic 4-spd",35.4,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10211",26816,29,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",37.5,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10212",26819,29,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Auto(AV-S7)",37.6032,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10214",26821,30,4,"Front-Wheel Drive",1500,"Regular","Regular Gasoline",0,13,"Toyota","Corolla LE Eco","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",39.8449,0,"Midsize Cars",2014,3750,"",NA,NA,"","","",""
"10215",26822,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,13,"Toyota","Corolla LE Eco","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",39.8,0,"Midsize Cars",2014,3500,"",NA,NA,"","","",""
"10245",26857,20,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Automatic 6-spd",25.3,0,"Midsize Cars",2014,500,"",TRUE,NA,"","","",""
"10246",26858,23,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Automatic 6-spd",29.0948,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10266",26880,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,104,0,0,0,0,0,"Automatic 6-spd",30.4211,0,"Large Cars",2014,2000,"",NA,NA,"","","",""
"10278",26896,23,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",13,0,"Dodge","Dart","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",29.6946,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10283",26901,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",13,0,"Dodge","Dart GT","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.2996,0,"Midsize Cars",2014,1250,"",NA,NA,"","","",""
"10294",26913,40,4,"Front-Wheel Drive",1300,"Regular","Regular Gasoline",0,14,"Toyota","Avalon Hybrid","N","false",0,104,0,0,0,0,0,"Auto(AV-S6)",56.1,0,"Midsize Cars",2014,4750,"",NA,NA,"Hybrid","","","245V Ni-MH"
"10297",26916,51,4,"Front-Wheel Drive",1050,"Regular","Regular Gasoline",22,0,"Toyota","Prius","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",71.651,0,"Midsize Cars",2014,6000,"",NA,NA,"Hybrid","","","202V Ni-MH"
