"","X","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"5340",18116,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Equinox FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.4,0,"Sport Utility Vehicle - 2WD",2010,1250,"",NA,NA,"","","",""
"5341",18117,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Traverse FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.5999,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5342",18118,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"GMC","Acadia FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.5999,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5343",18119,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"GMC","Terrain FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.4,0,"Sport Utility Vehicle - 2WD",2010,1250,"",NA,NA,"","","",""
"5351",18128,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Saturn","Outlook FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.5999,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5393",18198,25,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,13,"Nissan","Sentra","Y","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",32.3869,0,"Midsize Cars",2009,2000,"",NA,NA,"","","",""
"5394",18199,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,13,"Nissan","Sentra","N","false",0,97,0,0,0,0,0,"Manual 6-spd",30.9,0,"Midsize Cars",2009,1750,"",NA,NA,"","","",""
"5395",18200,26,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,13,"Nissan","Sentra FE","Y","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",33.4392,0,"Midsize Cars",2009,2250,"",NA,NA,"","","",""
"5396",18201,26,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Automatic 4-spd",32.9,0,"Midsize Cars",2009,2000,"",NA,NA,"","","",""
"5397",18202,26,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Manual 5-spd",33.1,0,"Midsize Cars",2009,2250,"",NA,NA,"","","",""
"5398",18203,28,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",18,0,"Nissan","Versa FE","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",35.8,0,"Midsize Cars",2009,2500,"",NA,NA,"","","",""
"5404",18211,27,0,0,0,0,0,6,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue Hybrid","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",34.5,0,"Sport Utility Vehicle - 2WD",2009,2000,"",NA,NA,"Hybrid","","",""
"5490",20511,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,95,0,0,0,0,0,"Automatic 4-spd",22.9,0,"Midsize Cars",2010,-500,"",NA,NA,"","","",""
"5492",20513,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","Y","false",0,95,0,0,0,0,0,"Automatic (S6)",27.7999,0,"Midsize Cars",2010,1250,"",NA,NA,"","","",""
"5493",20515,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","Y","false",0,95,0,0,0,0,0,"Automatic (S6)",21.4,0,"Midsize Cars",2010,-1750,"",NA,NA,"","","",""
"5495",20517,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","Y","false",0,95,0,0,0,0,0,"Automatic 4-spd",27.4,0,"Midsize Cars",2010,750,"",NA,NA,"","","",""
"5497",20519,26,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu Hybrid","N","false",0,95,0,0,0,0,0,"Automatic 4-spd",33.2,0,"Midsize Cars",2010,2250,"",NA,NA,"Hybrid","","","36V Ni-MH"
"5498",20520,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,14,"Kia","Optima","N","false",0,104,0,0,0,0,0,"Manual 5-spd",27.8,0,"Midsize Cars",2010,750,"",NA,NA,"","","",""
"5499",20521,20,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,14,"Kia","Optima","N","false",0,104,0,0,0,0,0,"Automatic 5-spd",24.9,0,"Midsize Cars",2010,0,"",NA,NA,"","","",""
"5500",20522,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,14,"Kia","Optima","Y","false",0,104,0,0,0,0,0,"Automatic 5-spd",27.8,0,"Midsize Cars",2010,750,"",NA,NA,"","","",""
"5501",20523,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,17,"Mazda","6","Y","false",0,102,0,0,0,0,0,"Manual 6-spd",25.3511,0,"Midsize Cars",2010,0,"",NA,NA,"","","",""
"5502",20524,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,17,"Mazda","6","N","false",0,102,0,0,0,0,0,"Automatic (S6)",21.7386,0,"Midsize Cars",2010,-1750,"",NA,NA,"","","",""
"5503",20526,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,17,"Mazda","6","Y","false",0,102,0,0,0,0,0,"Automatic (S5)",27.0883,0,"Midsize Cars",2010,500,"",NA,NA,"","","",""
"5506",20529,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,16,"Saturn","Aura","N","false",0,98,0,0,0,0,0,"Automatic (S6)",27.7999,0,"Midsize Cars",2010,1250,"",NA,NA,"","","",""
"5507",20530,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Saturn","Aura","N","false",0,98,0,0,0,0,0,"Automatic (S6)",21.4,0,"Midsize Cars",2010,-1750,"",NA,NA,"","","",""
"5515",20539,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,15,"Volvo","S80 FWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",21.4,0,"Midsize Cars",2010,-1000,"",NA,NA,"","","",""
"5516",20540,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","N","false",0,108,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2010,-3250,"",NA,NA,"","","",""
"5517",20541,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","N","false",0,108,0,0,0,0,0,"Automatic 4-spd",21.2,0,"Large Cars",2010,-1750,"",NA,NA,"","","",""
"5519",20543,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,19,"Cadillac","DTS","N","false",0,113,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2010,-3250,"",NA,NA,"","","",""
"5520",20544,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,19,"Cadillac","DTS","Y","false",0,113,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2010,-3250,"",NA,NA,"","","",""
"5521",20545,12,0,0,0,0,0,8,"Front-Wheel Drive",3700,0,"Regular","Regular Gasoline",0,19,"Cadillac","Funeral Coach / Hearse","N","false",0,113,0,0,0,0,0,"Automatic 4-spd",14.9,0,"Large Cars",2010,-7250,"G",NA,NA,"","","",""
"5522",20546,12,0,0,0,0,0,8,"Front-Wheel Drive",3700,0,"Regular","Regular Gasoline",0,19,"Cadillac","Limousine","N","false",0,113,0,0,0,0,0,"Automatic 4-spd",14.8,0,"Large Cars",2010,-7250,"G",NA,NA,"","","",""
"5524",20549,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala","Y","false",0,105,0,0,0,0,0,"Automatic 4-spd",22.9,0,"Large Cars",2010,-500,"",NA,NA,"","","",""
"5533",20559,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,21,"Ford","Taurus FWD","Y","false",0,108,0,0,0,0,0,"Automatic 6-spd",18.2,0,"Large Cars",2010,-500,"",NA,NA,"","","",""
"5534",20560,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,21,"Ford","Taurus FWD","Y","false",0,108,0,0,0,0,0,"Automatic (S6)",22.4,0,"Large Cars",2010,-1000,"",NA,NA,"","","",""
"5535",20561,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,17,"Hyundai","Azera","N","false",0,107,0,0,0,0,0,"Automatic 5-spd",22.9,0,"Large Cars",2010,-1000,"",NA,NA,"","","",""
"5536",20562,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,17,"Hyundai","Azera","N","false",0,107,0,0,0,0,0,"Automatic 5-spd",21.4,0,"Large Cars",2010,-1750,"",NA,NA,"","","",""
"5564",20595,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,32,"Kia","Rondo","N","false",0,108,0,0,0,0,0,"Automatic 4-spd",24.7573,0,"Midsize Station Wagons",2010,-500,"",NA,NA,"","","",""
"5565",20596,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,32,"Kia","Rondo","N","false",0,108,0,0,0,0,0,"Automatic 5-spd",22.8,0,"Midsize Station Wagons",2010,-1000,"",NA,NA,"","","",""
"5567",20598,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,37,"Volvo","V70 FWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",21.4,0,"Midsize Station Wagons",2010,-1000,"",NA,NA,"","","",""
"5568",20599,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,34,"Volvo","XC 60 FWD","N","false",0,99,0,0,0,0,0,"Automatic (S6)",21.4,0,"Sport Utility Vehicle - 2WD",2010,-1000,"",NA,NA,"","","",""
"5587",20620,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Chrysler","Town and Country","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2010,-1750,"",NA,NA,"","","",""
"5589",20622,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Chrysler","Town and Country","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",19.7,0,"Minivan - 2WD",2010,-3250,"",NA,NA,"","","",""
"5590",20623,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Dodge","Grand Caravan","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2010,-1750,"",NA,NA,"","","",""
"5592",20626,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Dodge","Grand Caravan","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",19.7,0,"Minivan - 2WD",2010,-3250,"",NA,NA,"","","",""
"5593",20627,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Honda","Odyssey","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",19.7,0,"Minivan - 2WD",2010,-3250,"",NA,NA,"","","",""
"5594",20628,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Honda","Odyssey","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",21.2,0,"Minivan - 2WD",2010,-1750,"",NA,NA,"","","",""
"5595",20629,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Volkswagen","Routan","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2010,-1750,"",NA,NA,"","","",""
"5596",20630,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Volkswagen","Routan","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",19.7,0,"Minivan - 2WD",2010,-3250,"",NA,NA,"","","",""
"5597",20631,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Cadillac","SRX 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",22.7,0,"Sport Utility Vehicle - 2WD",2010,-1000,"",NA,NA,"","","",""
"5598",20632,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Equinox FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.1441,0,"Sport Utility Vehicle - 2WD",2010,-1750,"",NA,NA,"","","",""
"5599",20633,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",26.7,0,"Sport Utility Vehicle - 2WD",2010,500,"",TRUE,NA,"","","",""
"5601",20635,19,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.2999,0,"Sport Utility Vehicle - 2WD",2010,0,"",TRUE,NA,"","","",""
"5609",20644,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Dodge","Journey  2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.8,0,"Sport Utility Vehicle - 2WD",2010,-1000,"",NA,NA,"","","",""
"5610",20645,16,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Dodge","Journey  2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",19.6,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5612",20648,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Edge FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",22.2,0,"Sport Utility Vehicle - 2WD",2010,-1750,"",NA,NA,"","","",""
"5616",20652,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Flex FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",22.2,0,"Sport Utility Vehicle - 2WD",2010,-1750,"",NA,NA,"","","",""
"5617",20653,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"GMC","Terrain FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.1441,0,"Sport Utility Vehicle - 2WD",2010,-1750,"",NA,NA,"","","",""
"5618",20654,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Honda","Pilot 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",20.6051,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5619",20655,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Hyundai","Veracruz 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.6,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5622",20659,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Jeep","Compass 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",29.4803,0,"Sport Utility Vehicle - 2WD",2010,750,"",NA,NA,"","","",""
"5625",20662,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Jeep","Patriot 2WD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",29.4803,0,"Sport Utility Vehicle - 2WD",2010,750,"",NA,NA,"","","",""
"5626",20663,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",25.3,0,"Sport Utility Vehicle - 2WD",2010,-500,"",NA,NA,"","","",""
"5627",20664,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.1,0,"Sport Utility Vehicle - 2WD",2010,-1750,"",NA,NA,"","","",""
"5628",20665,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",25.5,0,"Sport Utility Vehicle - 2WD",2010,-500,"",NA,NA,"","","",""
"5629",20666,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Lincoln","MKT FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",21.4,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5630",20667,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Lincoln","MKX FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",22.2,0,"Sport Utility Vehicle - 2WD",2010,-1750,"",NA,NA,"","","",""
"5632",20670,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mazda","CX-7 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S5)",25.1,0,"Sport Utility Vehicle - 2WD",2010,0,"",NA,NA,"","","",""
"5633",20671,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Mazda","CX-9 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",19.5,0,"Sport Utility Vehicle - 2WD",2010,-3250,"",NA,NA,"","","",""
"5636",20674,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander 2WD","N","false",0,0,0,0,0,0,0,"Automatic (AV-S6)",27.0103,0,"Sport Utility Vehicle - 2WD",2010,500,"",NA,NA,"","","",""
"5638",20676,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",20.9,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5639",20677,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.7,0,"Sport Utility Vehicle - 2WD",2010,-2500,"",NA,NA,"","","",""
"5640",20678,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.9,0,"Sport Utility Vehicle - 2WD",2010,-500,"",NA,NA,"","","",""
"5641",20679,25,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue Hybrid","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",31.8,0,"Sport Utility Vehicle - 2WD",2010,2000,"",NA,NA,"Hybrid","","","36V Ni-MH"
"5647",20686,15,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Volvo","XC 90 FWD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",18.7,0,"Sport Utility Vehicle - 2WD",2010,-3250,"",NA,NA,"","","",""
"5692",20737,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Jeep","Patriot 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",29.4492,0,"Sport Utility Vehicle - 2WD",2009,750,"",NA,NA,"","","",""
"5695",21151,17,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Impala Police","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",21.7,0,"Large Cars",2005,-1000,"",NA,NA,"","","",""
"5698",21160,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Impala","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",20.9,0,"Large Cars",2006,-2500,"",NA,NA,"","","",""
"5700",21162,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Mercury","Montego FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",22,0,"Large Cars",2006,-1750,"",NA,NA,"","","",""
"5701",21163,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Hyundai","Elantra","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.1,0,"Midsize Cars",2006,500,"",NA,NA,"","","",""
"5762",21242,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Buick","Lacrosse/Allure","Y","false",0,100,0,0,0,0,0,"Automatic (S6)",20.5999,0,"Midsize Cars",2010,-1750,"",NA,NA,"","","",""
"5808",21293,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Hyundai","Entourage","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",20.7,0,"Minivan - 2WD",2010,-2500,"",NA,NA,"","","",""
"5809",21294,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Kia","Sedona","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",20.7,0,"Minivan - 2WD",2010,-2500,"",NA,NA,"","","",""
"5825",21311,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Jeep","Compass 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",29.4492,0,"Sport Utility Vehicle - 2WD",2009,750,"",NA,NA,"","","",""
"5826",21313,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Toyota","Highlander 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",24.6,0,"Sport Utility Vehicle - 2WD",2009,-500,"",NA,NA,"","","",""
"5827",21314,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Toyota","Venza","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",26.4,0,"Sport Utility Vehicle - 2WD",2009,500,"",NA,NA,"","","",""
"5871",21378,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.2499,0,"Sport Utility Vehicle - 2WD",2010,0,"",NA,NA,"","","",""
"5872",21380,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",28.3,0,"Sport Utility Vehicle - 2WD",2010,500,"",NA,NA,"","","",""
"5874",21382,34,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,0,"Ford","Escape Hybrid FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",45.2,0,"Sport Utility Vehicle - 2WD",2010,3250,"",NA,NA,"Hybrid","","","330V Ni-MH"
"5876",21384,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.2499,0,"Sport Utility Vehicle - 2WD",2010,0,"",NA,NA,"","","",""
"5877",21385,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",28.3,0,"Sport Utility Vehicle - 2WD",2010,500,"",NA,NA,"","","",""
"5879",21387,34,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute Hybrid 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",45.2,0,"Sport Utility Vehicle - 2WD",2010,3250,"",NA,NA,"Hybrid","","","330V Ni-MH"
"5880",21388,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.2499,0,"Sport Utility Vehicle - 2WD",2010,0,"",NA,NA,"","","",""
"5882",21391,34,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner Hybrid FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",45.2,0,"Sport Utility Vehicle - 2WD",2010,3250,"",NA,NA,"Hybrid","","","330V Ni-MH"
"5914",21439,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,13,"Dodge","Avenger","Y","false",0,101,0,0,0,0,0,"Automatic 4-spd",26.9,0,"Midsize Cars",2010,500,"",NA,NA,"","","",""
"5915",21440,16,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,13,"Dodge","Avenger","N","false",0,101,0,0,0,0,0,"Automatic 6-spd",20.3,0,"Midsize Cars",2010,-1750,"",NA,NA,"","","",""
"5916",21441,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,14,"Chrysler","Sebring","N","false",0,101,0,0,0,0,0,"Automatic 4-spd",26.9,0,"Midsize Cars",2010,500,"",NA,NA,"","","",""
"5917",21442,16,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,14,"Chrysler","Sebring","N","false",0,101,0,0,0,0,0,"Automatic 6-spd",20.3,0,"Midsize Cars",2010,-1750,"",NA,NA,"","","",""
"5918",21445,17,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Buick","Lacrosse/Allure","Y","false",0,100,0,0,0,0,0,"Automatic (S6)",21.5,0,"Midsize Cars",2010,-1000,"",NA,NA,"","","",""
